ImageID,ExpertID,Factor,Score
Img_040,Expert_2,Shape,4
Img_040,Expert_2,Overall,4
Img_040,Expert_3,Location,4
Img_040,Expert_3,Colour_Texture,3
Img_040,Expert_3,Shape,5
Img_040,Expert_3,Overall,5
Img_040,Expert_4,Location,3
Img_040,Expert_4,Colour_Texture,4
Img_040,Expert_4,Shape,4
Img_040,Expert_4,Overall,3
Img_040,Expert_5,Location,3
Img_040,Expert_5,Colour_Texture,5
Img_040,Expert_5,Shape,5
Img_040,Expert_5,Overall,4
Img_041,Expert_1,Location,3
Img_041,Expert_1,Colour_Texture,3
Img_041,Expert_1,Shape,4
Img_041,Expert_1,Overall,3
Img_041,Expert_2,Location,4
Img_041,Expert_2,Colour_Texture,3
Img_041,Expert_2,Shape,3
Img_041,Expert_2,Overall,3
Img_041,Expert_3,Location,5
Img_041,Expert_3,Colour_Texture,5
Img_041,Expert_3,Shape,4
Img_041,Expert_3,Overall,5
Img_041,Expert_4,Location,3
Img_041,Expert_4,Colour_Texture,5
Img_041,Expert_4,Shape,4
Img_041,Expert_4,Overall,5
Img_041,Expert_5,Location,4
Img_041,Expert_5,Colour_Texture,3
Img_041,Expert_5,Shape,5
Img_041,Expert_5,Overall,5
Img_042,Expert_1,Location,4
Img_042,Expert_1,Colour_Texture,4
Img_042,Expert_1,Shape,3
Img_042,Expert_1,Overall,3
Img_042,Expert_2,Location,4
Img_042,Expert_2,Colour_Texture,4
Img_042,Expert_2,Shape,5
Img_042,Expert_2,Overall,3
Img_042,Expert_3,Location,3
Img_042,Expert_3,Colour_Texture,3
Img_042,Expert_3,Shape,5
Img_042,Expert_3,Overall,3
Img_042,Expert_4,Location,5
Img_042,Expert_4,Colour_Texture,5
Img_042,Expert_4,Shape,5
Img_042,Expert_4,Overall,5
Img_042,Expert_5,Location,3
Img_042,Expert_5,Colour_Texture,5
Img_042,Expert_5,Shape,5
Img_042,Expert_5,Overall,3
Img_043,Expert_1,Location,3
Img_043,Expert_1,Colour_Texture,4
Img_043,Expert_1,Shape,4
Img_043,Expert_1,Overall,4
Img_043,Expert_2,Location,3
Img_043,Expert_2,Colour_Texture,3
Img_043,Expert_2,Shape,3
Img_043,Expert_2,Overall,5
Img_043,Expert_3,Location,3
Img_043,Expert_3,Colour_Texture,5
Img_043,Expert_3,Shape,3
Img_043,Expert_3,Overall,3
Img_043,Expert_4,Location,5
Img_043,Expert_4,Colour_Texture,3
Img_043,Expert_4,Shape,4
Img_043,Expert_4,Overall,4
Img_043,Expert_5,Location,3
Img_043,Expert_5,Colour_Texture,5
Img_043,Expert_5,Shape,5
Img_043,Expert_5,Overall,4
Img_044,Expert_1,Location,5
Img_044,Expert_1,Colour_Texture,3
Img_044,Expert_1,Shape,5
Img_044,Expert_1,Overall,3
Img_044,Expert_2,Location,4
Img_044,Expert_2,Colour_Texture,3
Img_044,Expert_2,Shape,5
Img_044,Expert_2,Overall,5
Img_044,Expert_3,Location,4
Img_044,Expert_3,Colour_Texture,5
Img_044,Expert_3,Shape,5
Img_044,Expert_3,Overall,3
Img_044,Expert_4,Location,5
Img_044,Expert_4,Colour_Texture,5
Img_044,Expert_4,Shape,3
Img_044,Expert_4,Overall,3
Img_044,Expert_5,Location,5
Img_044,Expert_5,Colour_Texture,5
Img_044,Expert_5,Shape,4
Img_044,Expert_5,Overall,4
Img_045,Expert_1,Location,5
Img_045,Expert_1,Colour_Texture,5
Img_045,Expert_1,Shape,3
Img_045,Expert_1,Overall,5
Img_045,Expert_2,Location,3
Img_045,Expert_2,Colour_Texture,3
Img_045,Expert_2,Shape,4
Img_045,Expert_2,Overall,4
Img_045,Expert_3,Location,3
Img_045,Expert_3,Colour_Texture,5
Img_045,Expert_3,Shape,5
Img_045,Expert_3,Overall,4
Img_045,Expert_4,Location,4
Img_045,Expert_4,Colour_Texture,5
Img_045,Expert_4,Shape,3
Img_045,Expert_4,Overall,4
Img_045,Expert_5,Location,3
Img_045,Expert_5,Colour_Texture,4
Img_045,Expert_5,Shape,5
Img_045,Expert_5,Overall,5
Img_046,Expert_1,Location,5
Img_046,Expert_1,Colour_Texture,4
Img_046,Expert_1,Shape,4
Img_046,Expert_1,Overall,3
Img_046,Expert_2,Location,3
Img_046,Expert_2,Colour_Texture,4
Img_046,Expert_2,Shape,4
Img_046,Expert_2,Overall,5
Img_046,Expert_3,Location,4
Img_046,Expert_3,Colour_Texture,5
Img_046,Expert_3,Shape,5
Img_046,Expert_3,Overall,3
Img_046,Expert_4,Location,3
Img_046,Expert_4,Colour_Texture,3
Img_046,Expert_4,Shape,5
Img_046,Expert_4,Overall,5
Img_046,Expert_5,Location,3
Img_046,Expert_5,Colour_Texture,5
Img_046,Expert_5,Shape,5
Img_046,Expert_5,Overall,4
Img_047,Expert_1,Location,5
Img_047,Expert_1,Colour_Texture,5
Img_047,Expert_1,Shape,4
Img_047,Expert_1,Overall,4
Img_047,Expert_2,Location,4
Img_047,Expert_2,Colour_Texture,4
Img_047,Expert_2,Shape,5
Img_047,Expert_2,Overall,5
Img_047,Expert_3,Location,5
Img_047,Expert_3,Colour_Texture,4
Img_047,Expert_3,Shape,3
Img_047,Expert_3,Overall,4
Img_047,Expert_4,Location,5
Img_047,Expert_4,Colour_Texture,5
Img_047,Expert_4,Shape,5
Img_047,Expert_4,Overall,3
Img_047,Expert_5,Location,5
Img_047,Expert_5,Colour_Texture,4
Img_047,Expert_5,Shape,3
Img_047,Expert_5,Overall,4
Img_048,Expert_1,Location,3
Img_048,Expert_1,Colour_Texture,5
Img_048,Expert_1,Shape,4
Img_048,Expert_1,Overall,5
Img_048,Expert_2,Location,4
Img_048,Expert_2,Colour_Texture,4
Img_048,Expert_2,Shape,5
Img_048,Expert_2,Overall,3
Img_048,Expert_3,Location,4
Img_048,Expert_3,Colour_Texture,4
Img_048,Expert_3,Shape,5
Img_048,Expert_3,Overall,3
Img_048,Expert_4,Location,4
Img_048,Expert_4,Colour_Texture,5
Img_048,Expert_4,Shape,4
Img_048,Expert_4,Overall,3
Img_048,Expert_5,Location,4
Img_048,Expert_5,Colour_Texture,5
Img_048,Expert_5,Shape,5
Img_048,Expert_5,Overall,5
Img_049,Expert_1,Location,5
Img_049,Expert_1,Colour_Texture,5
Img_049,Expert_1,Shape,3
Img_049,Expert_1,Overall,3
Img_049,Expert_2,Location,4
Img_049,Expert_2,Colour_Texture,4
Img_049,Expert_2,Shape,5
Img_049,Expert_2,Overall,3
Img_049,Expert_3,Location,5
Img_049,Expert_3,Colour_Texture,5
Img_049,Expert_3,Shape,3
Img_049,Expert_3,Overall,5
Img_049,Expert_4,Location,3
Img_049,Expert_4,Colour_Texture,5
Img_049,Expert_4,Shape,3
Img_049,Expert_4,Overall,3
Img_049,Expert_5,Location,4
Img_049,Expert_5,Colour_Texture,4
Img_049,Expert_5,Shape,5
Img_049,Expert_5,Overall,3
Img_050,Expert_1,Location,5
Img_050,Expert_1,Colour_Texture,4
Img_050,Expert_1,Shape,3
Img_050,Expert_1,Overall,4
Img_050,Expert_2,Location,3
Img_050,Expert_2,Colour_Texture,5
Img_050,Expert_2,Shape,4
Img_050,Expert_2,Overall,5
Img_050,Expert_3,Location,5
Img_050,Expert_3,Colour_Texture,3
Img_050,Expert_3,Shape,4
Img_050,Expert_3,Overall,3
Img_050,Expert_4,Location,3
Img_050,Expert_4,Colour_Texture,3
Img_050,Expert_4,Shape,3
Img_050,Expert_4,Overall,5
Img_050,Expert_5,Location,5
Img_050,Expert_5,Colour_Texture,5
Img_050,Expert_5,Shape,3
Img_050,Expert_5,Overall,5
Img_051,Expert_1,Location,5
Img_051,Expert_1,Colour_Texture,3
Img_051,Expert_1,Shape,5
Img_051,Expert_1,Overall,3
Img_051,Expert_2,Location,5
Img_051,Expert_2,Colour_Texture,5
Img_051,Expert_2,Shape,4
Img_051,Expert_2,Overall,3
Img_051,Expert_3,Location,3
Img_051,Expert_3,Colour_Texture,3
Img_051,Expert_3,Shape,4
Img_051,Expert_3,Overall,5
Img_051,Expert_4,Location,4
Img_051,Expert_4,Colour_Texture,5
Img_051,Expert_4,Shape,4
Img_051,Expert_4,Overall,4
Img_051,Expert_5,Location,5
Img_051,Expert_5,Colour_Texture,3
Img_051,Expert_5,Shape,4
Img_051,Expert_5,Overall,3
Img_052,Expert_1,Location,4
Img_052,Expert_1,Colour_Texture,5
Img_052,Expert_1,Shape,5
Img_052,Expert_1,Overall,3
Img_052,Expert_2,Location,3
Img_052,Expert_2,Colour_Texture,5
Img_052,Expert_2,Shape,5
Img_052,Expert_2,Overall,5
Img_052,Expert_3,Location,3
Img_052,Expert_3,Colour_Texture,4
Img_052,Expert_3,Shape,4
Img_052,Expert_3,Overall,3
Img_052,Expert_4,Location,4
Img_052,Expert_4,Colour_Texture,4
Img_052,Expert_4,Shape,5
Img_052,Expert_4,Overall,4
Img_052,Expert_5,Location,4
Img_052,Expert_5,Colour_Texture,3
Img_052,Expert_5,Shape,3
Img_052,Expert_5,Overall,4
Img_053,Expert_1,Location,4
Img_053,Expert_1,Colour_Texture,4
Img_053,Expert_1,Shape,5
Img_053,Expert_1,Overall,4
Img_053,Expert_2,Location,4
Img_053,Expert_2,Colour_Texture,4
Img_053,Expert_2,Shape,4
Img_053,Expert_2,Overall,5
Img_053,Expert_3,Location,3
Img_053,Expert_3,Colour_Texture,5
Img_053,Expert_3,Shape,4
Img_053,Expert_3,Overall,3
Img_053,Expert_4,Location,3
Img_053,Expert_4,Colour_Texture,4
Img_053,Expert_4,Shape,3
Img_053,Expert_4,Overall,3
Img_053,Expert_5,Location,4
Img_053,Expert_5,Colour_Texture,5
Img_053,Expert_5,Shape,5
Img_053,Expert_5,Overall,3
Img_054,Expert_1,Location,3
Img_054,Expert_1,Colour_Texture,3
Img_054,Expert_1,Shape,3
Img_054,Expert_1,Overall,3
Img_054,Expert_2,Location,5
Img_054,Expert_2,Colour_Texture,3
Img_054,Expert_2,Shape,4
Img_054,Expert_2,Overall,5
Img_054,Expert_3,Location,4
Img_054,Expert_3,Colour_Texture,3
Img_054,Expert_3,Shape,5
Img_054,Expert_3,Overall,5
Img_054,Expert_4,Location,4
Img_054,Expert_4,Colour_Texture,4
Img_054,Expert_4,Shape,4
Img_054,Expert_4,Overall,4
Img_054,Expert_5,Location,3
Img_054,Expert_5,Colour_Texture,4
Img_054,Expert_5,Shape,3
Img_054,Expert_5,Overall,3
Img_055,Expert_1,Location,5
Img_055,Expert_1,Colour_Texture,4
Img_055,Expert_1,Shape,3
Img_055,Expert_1,Overall,4
Img_055,Expert_2,Location,4
Img_055,Expert_2,Colour_Texture,4
Img_055,Expert_2,Shape,3
Img_055,Expert_2,Overall,3
Img_055,Expert_3,Location,5
Img_055,Expert_3,Colour_Texture,4
Img_055,Expert_3,Shape,5
Img_055,Expert_3,Overall,4
Img_055,Expert_4,Location,5
Img_055,Expert_4,Colour_Texture,5
Img_055,Expert_4,Shape,5
Img_055,Expert_4,Overall,5
Img_055,Expert_5,Location,4
Img_055,Expert_5,Colour_Texture,4
Img_055,Expert_5,Shape,5
Img_055,Expert_5,Overall,4
Img_056,Expert_1,Location,3
Img_056,Expert_1,Colour_Texture,4
Img_056,Expert_1,Shape,5
Img_056,Expert_1,Overall,4
Img_056,Expert_2,Location,5
Img_056,Expert_2,Colour_Texture,5
Img_056,Expert_2,Shape,3
Img_056,Expert_2,Overall,4
Img_056,Expert_3,Location,5
Img_056,Expert_3,Colour_Texture,5
Img_056,Expert_3,Shape,4
Img_056,Expert_3,Overall,4
Img_056,Expert_4,Location,3
Img_056,Expert_4,Colour_Texture,3
Img_056,Expert_4,Shape,5
Img_056,Expert_4,Overall,4
Img_056,Expert_5,Location,5
Img_056,Expert_5,Colour_Texture,4
Img_056,Expert_5,Shape,3
Img_056,Expert_5,Overall,5
Img_057,Expert_1,Location,3
Img_057,Expert_1,Colour_Texture,5
Img_057,Expert_1,Shape,3
Img_057,Expert_1,Overall,5
Img_057,Expert_2,Location,3
Img_057,Expert_2,Colour_Texture,3
Img_057,Expert_2,Shape,3
Img_057,Expert_2,Overall,5
Img_057,Expert_3,Location,3
Img_057,Expert_3,Colour_Texture,5
Img_057,Expert_3,Shape,3
Img_057,Expert_3,Overall,4
Img_057,Expert_4,Location,4
Img_057,Expert_4,Colour_Texture,4
Img_057,Expert_4,Shape,5
Img_057,Expert_4,Overall,5
Img_057,Expert_5,Location,5
Img_057,Expert_5,Colour_Texture,4
Img_057,Expert_5,Shape,4
Img_057,Expert_5,Overall,3
Img_058,Expert_1,Location,3
Img_058,Expert_1,Colour_Texture,4
Img_058,Expert_1,Shape,4
Img_058,Expert_1,Overall,4
Img_058,Expert_2,Location,3
Img_058,Expert_2,Colour_Texture,3
Img_058,Expert_2,Shape,3
Img_058,Expert_2,Overall,5
Img_058,Expert_3,Location,3
Img_058,Expert_3,Colour_Texture,5
Img_058,Expert_3,Shape,4
Img_058,Expert_3,Overall,4
Img_058,Expert_4,Location,4
Img_058,Expert_4,Colour_Texture,3
Img_058,Expert_4,Shape,4
Img_058,Expert_4,Overall,3
Img_058,Expert_5,Location,4
Img_058,Expert_5,Colour_Texture,5
Img_058,Expert_5,Shape,3
Img_058,Expert_5,Overall,5
Img_059,Expert_1,Location,3
Img_059,Expert_1,Colour_Texture,3
Img_059,Expert_1,Shape,4
Img_059,Expert_1,Overall,5
Img_059,Expert_2,Location,5
Img_059,Expert_2,Colour_Texture,4
Img_059,Expert_2,Shape,5
Img_059,Expert_2,Overall,5
Img_059,Expert_3,Location,4
Img_059,Expert_3,Colour_Texture,4
Img_059,Expert_3,Shape,3
Img_059,Expert_3,Overall,5
Img_059,Expert_4,Location,4
Img_059,Expert_4,Colour_Texture,5
Img_059,Expert_4,Shape,4
Img_059,Expert_4,Overall,5
Img_059,Expert_5,Location,4
Img_059,Expert_5,Colour_Texture,5
Img_059,Expert_5,Shape,3
Img_059,Expert_5,Overall,4
Img_060,Expert_1,Location,3
Img_060,Expert_1,Colour_Texture,3
Img_060,Expert_1,Shape,3
Img_060,Expert_1,Overall,3
Img_060,Expert_2,Location,3
Img_060,Expert_2,Colour_Texture,4
Img_060,Expert_2,Shape,3
Img_060,Expert_2,Overall,5
Img_060,Expert_3,Location,5
Img_060,Expert_3,Colour_Texture,4
Img_060,Expert_3,Shape,3
Img_060,Expert_3,Overall,3
Img_060,Expert_4,Location,4
Img_060,Expert_4,Colour_Texture,5
Img_060,Expert_4,Shape,4
Img_060,Expert_4,Overall,4
Img_060,Expert_5,Location,5
Img_060,Expert_5,Colour_Texture,3
Img_060,Expert_5,Shape,5
Img_060,Expert_5,Overall,4
Img_061,Expert_1,Location,5
Img_061,Expert_1,Colour_Texture,5
Img_061,Expert_1,Shape,4
Img_061,Expert_1,Overall,3
Img_061,Expert_2,Location,3
Img_061,Expert_2,Colour_Texture,5
Img_061,Expert_2,Shape,3
Img_061,Expert_2,Overall,3
Img_061,Expert_3,Location,4
Img_061,Expert_3,Colour_Texture,5
Img_061,Expert_3,Shape,5
Img_061,Expert_3,Overall,5
Img_061,Expert_4,Location,5
Img_061,Expert_4,Colour_Texture,3
Img_061,Expert_4,Shape,4
Img_061,Expert_4,Overall,5
Img_061,Expert_5,Location,5
Img_061,Expert_5,Colour_Texture,5
Img_061,Expert_5,Shape,3
Img_061,Expert_5,Overall,5
Img_062,Expert_1,Location,5
Img_062,Expert_1,Colour_Texture,5
Img_062,Expert_1,Shape,5
Img_062,Expert_1,Overall,3
Img_062,Expert_2,Location,3
Img_062,Expert_2,Colour_Texture,5
Img_062,Expert_2,Shape,5
Img_062,Expert_2,Overall,5
Img_062,Expert_3,Location,5
Img_062,Expert_3,Colour_Texture,5
Img_062,Expert_3,Shape,5
Img_062,Expert_3,Overall,3
Img_062,Expert_4,Location,5
Img_062,Expert_4,Colour_Texture,4
Img_062,Expert_4,Shape,3
Img_062,Expert_4,Overall,3
Img_062,Expert_5,Location,3
Img_062,Expert_5,Colour_Texture,5
Img_062,Expert_5,Shape,3
Img_062,Expert_5,Overall,4
Img_063,Expert_1,Location,3
Img_063,Expert_1,Colour_Texture,4
Img_063,Expert_1,Shape,4
Img_063,Expert_1,Overall,4
Img_063,Expert_2,Location,3
Img_063,Expert_2,Colour_Texture,3
Img_063,Expert_2,Shape,5
Img_063,Expert_2,Overall,3
Img_063,Expert_3,Location,5
Img_063,Expert_3,Colour_Texture,5
Img_063,Expert_3,Shape,4
Img_063,Expert_3,Overall,3
Img_063,Expert_4,Location,5
Img_063,Expert_4,Colour_Texture,4
Img_063,Expert_4,Shape,3
Img_063,Expert_4,Overall,5
Img_063,Expert_5,Location,4
Img_063,Expert_5,Colour_Texture,4
Img_063,Expert_5,Shape,5
Img_063,Expert_5,Overall,3
Img_064,Expert_1,Location,5
Img_064,Expert_1,Colour_Texture,3
Img_064,Expert_1,Shape,5
Img_064,Expert_1,Overall,5
Img_064,Expert_2,Location,4
Img_064,Expert_2,Colour_Texture,4
Img_064,Expert_2,Shape,5
Img_064,Expert_2,Overall,4
Img_064,Expert_3,Location,3
Img_064,Expert_3,Colour_Texture,5
Img_064,Expert_3,Shape,4
Img_064,Expert_3,Overall,3
Img_064,Expert_4,Location,5
Img_064,Expert_4,Colour_Texture,5
Img_064,Expert_4,Shape,3
Img_064,Expert_4,Overall,4
Img_064,Expert_5,Location,3
Img_064,Expert_5,Colour_Texture,5
Img_064,Expert_5,Shape,4
Img_064,Expert_5,Overall,3
Img_065,Expert_1,Location,4
Img_065,Expert_1,Colour_Texture,4
Img_065,Expert_1,Shape,4
Img_065,Expert_1,Overall,3
Img_065,Expert_2,Location,4
Img_065,Expert_2,Colour_Texture,4
Img_065,Expert_2,Shape,4
Img_065,Expert_2,Overall,4
Img_065,Expert_3,Location,5
Img_065,Expert_3,Colour_Texture,3
Img_065,Expert_3,Shape,4
Img_065,Expert_3,Overall,4
Img_065,Expert_4,Location,3
Img_065,Expert_4,Colour_Texture,5
Img_065,Expert_4,Shape,5
Img_065,Expert_4,Overall,4
Img_065,Expert_5,Location,5
Img_065,Expert_5,Colour_Texture,4
Img_065,Expert_5,Shape,4
Img_065,Expert_5,Overall,5
Img_066,Expert_1,Location,3
Img_066,Expert_1,Colour_Texture,4
Img_066,Expert_1,Shape,5
Img_066,Expert_1,Overall,4
Img_066,Expert_2,Location,5
Img_066,Expert_2,Colour_Texture,5
Img_066,Expert_2,Shape,5
Img_066,Expert_2,Overall,4
Img_066,Expert_3,Location,4
Img_066,Expert_3,Colour_Texture,4
Img_066,Expert_3,Shape,4
Img_066,Expert_3,Overall,3
Img_066,Expert_4,Location,5
Img_066,Expert_4,Colour_Texture,4
Img_066,Expert_4,Shape,5
Img_066,Expert_4,Overall,5
Img_066,Expert_5,Location,3
Img_066,Expert_5,Colour_Texture,3
Img_066,Expert_5,Shape,3
Img_066,Expert_5,Overall,3
Img_067,Expert_1,Location,5
Img_067,Expert_1,Colour_Texture,4
Img_067,Expert_1,Shape,4
Img_067,Expert_1,Overall,5
Img_067,Expert_2,Location,4
Img_067,Expert_2,Colour_Texture,4
Img_067,Expert_2,Shape,3
Img_067,Expert_2,Overall,3
Img_067,Expert_3,Location,5
Img_067,Expert_3,Colour_Texture,3
Img_067,Expert_3,Shape,5
Img_067,Expert_3,Overall,3
Img_067,Expert_4,Location,5
Img_067,Expert_4,Colour_Texture,4
Img_067,Expert_4,Shape,3
Img_067,Expert_4,Overall,5
Img_067,Expert_5,Location,5
Img_067,Expert_5,Colour_Texture,5
Img_067,Expert_5,Shape,4
Img_067,Expert_5,Overall,4
Img_068,Expert_1,Location,5
Img_068,Expert_1,Colour_Texture,4
Img_068,Expert_1,Shape,5
Img_068,Expert_1,Overall,5
Img_068,Expert_2,Location,3
Img_068,Expert_2,Colour_Texture,4
Img_068,Expert_2,Shape,5
Img_068,Expert_2,Overall,4
Img_068,Expert_3,Location,3
Img_068,Expert_3,Colour_Texture,4
Img_068,Expert_3,Shape,5
Img_068,Expert_3,Overall,3
Img_068,Expert_4,Location,4
Img_068,Expert_4,Colour_Texture,4
Img_068,Expert_4,Shape,4
Img_068,Expert_4,Overall,5
Img_068,Expert_5,Location,4
Img_068,Expert_5,Colour_Texture,5
Img_068,Expert_5,Shape,3
Img_068,Expert_5,Overall,5
Img_069,Expert_1,Location,5
Img_069,Expert_1,Colour_Texture,5
Img_069,Expert_1,Shape,3
Img_069,Expert_1,Overall,3
Img_069,Expert_2,Location,3
Img_069,Expert_2,Colour_Texture,4
Img_069,Expert_2,Shape,5
Img_069,Expert_2,Overall,4
Img_069,Expert_3,Location,5
Img_069,Expert_3,Colour_Texture,3
Img_069,Expert_3,Shape,4
Img_069,Expert_3,Overall,4
Img_069,Expert_4,Location,3
Img_069,Expert_4,Colour_Texture,5
Img_069,Expert_4,Shape,4
Img_069,Expert_4,Overall,4
Img_069,Expert_5,Location,4
Img_069,Expert_5,Colour_Texture,5
Img_069,Expert_5,Shape,4
Img_069,Expert_5,Overall,5
Img_070,Expert_1,Location,4
Img_070,Expert_1,Colour_Texture,5
Img_070,Expert_1,Shape,4
Img_070,Expert_1,Overall,5
Img_070,Expert_2,Location,4
Img_070,Expert_2,Colour_Texture,5
Img_070,Expert_2,Shape,4
Img_070,Expert_2,Overall,4
Img_070,Expert_3,Location,4
Img_070,Expert_3,Colour_Texture,4
Img_070,Expert_3,Shape,4
Img_070,Expert_3,Overall,4
Img_070,Expert_4,Location,5
Img_070,Expert_4,Colour_Texture,4
Img_070,Expert_4,Shape,5
Img_070,Expert_4,Overall,4
Img_070,Expert_5,Location,3
Img_070,Expert_5,Colour_Texture,5
Img_070,Expert_5,Shape,5
Img_070,Expert_5,Overall,5
Img_071,Expert_1,Location,4
Img_071,Expert_1,Colour_Texture,5
Img_071,Expert_1,Shape,4
Img_071,Expert_1,Overall,3
Img_071,Expert_2,Location,3
Img_071,Expert_2,Colour_Texture,5
Img_071,Expert_2,Shape,3
Img_071,Expert_2,Overall,3
Img_071,Expert_3,Location,5
Img_071,Expert_3,Colour_Texture,4
Img_071,Expert_3,Shape,5
Img_071,Expert_3,Overall,5
Img_071,Expert_4,Location,4
Img_071,Expert_4,Colour_Texture,3
Img_071,Expert_4,Shape,3
Img_071,Expert_4,Overall,3
Img_071,Expert_5,Location,4
Img_071,Expert_5,Colour_Texture,4
Img_071,Expert_5,Shape,5
Img_071,Expert_5,Overall,4
Img_072,Expert_1,Location,5
Img_072,Expert_1,Colour_Texture,3
Img_072,Expert_1,Shape,4
Img_072,Expert_1,Overall,3
Img_072,Expert_2,Location,3
Img_072,Expert_2,Colour_Texture,5
Img_072,Expert_2,Shape,3
Img_072,Expert_2,Overall,3
Img_072,Expert_3,Location,5
Img_072,Expert_3,Colour_Texture,5
Img_072,Expert_3,Shape,3
Img_072,Expert_3,Overall,3
Img_072,Expert_4,Location,4
Img_072,Expert_4,Colour_Texture,5
Img_072,Expert_4,Shape,3
Img_072,Expert_4,Overall,3
Img_072,Expert_5,Location,5
Img_072,Expert_5,Colour_Texture,3
Img_072,Expert_5,Shape,3
Img_072,Expert_5,Overall,5
Img_073,Expert_1,Location,5
Img_073,Expert_1,Colour_Texture,3
Img_073,Expert_1,Shape,5
Img_073,Expert_1,Overall,4
Img_073,Expert_2,Location,3
Img_073,Expert_2,Colour_Texture,3
Img_073,Expert_2,Shape,4
Img_073,Expert_2,Overall,3
Img_073,Expert_3,Location,3
Img_073,Expert_3,Colour_Texture,5
Img_073,Expert_3,Shape,3
Img_073,Expert_3,Overall,4
Img_073,Expert_4,Location,4
Img_073,Expert_4,Colour_Texture,5
Img_073,Expert_4,Shape,5
Img_073,Expert_4,Overall,3
Img_073,Expert_5,Location,5
Img_073,Expert_5,Colour_Texture,5
Img_073,Expert_5,Shape,3
Img_073,Expert_5,Overall,4
Img_074,Expert_1,Location,3
Img_074,Expert_1,Colour_Texture,4
Img_074,Expert_1,Shape,5
Img_074,Expert_1,Overall,3
Img_074,Expert_2,Location,3
Img_074,Expert_2,Colour_Texture,4
Img_074,Expert_2,Shape,4
Img_074,Expert_2,Overall,3
Img_074,Expert_3,Location,4
Img_074,Expert_3,Colour_Texture,5
Img_074,Expert_3,Shape,3
Img_074,Expert_3,Overall,3
Img_074,Expert_4,Location,5
Img_074,Expert_4,Colour_Texture,5
Img_074,Expert_4,Shape,5
Img_074,Expert_4,Overall,5
Img_074,Expert_5,Location,5
Img_074,Expert_5,Colour_Texture,3
Img_074,Expert_5,Shape,3
Img_074,Expert_5,Overall,4
Img_075,Expert_1,Location,3
Img_075,Expert_1,Colour_Texture,4
Img_075,Expert_1,Shape,5
Img_075,Expert_1,Overall,4
Img_075,Expert_2,Location,3
Img_075,Expert_2,Colour_Texture,5
Img_075,Expert_2,Shape,4
Img_075,Expert_2,Overall,5
Img_075,Expert_3,Location,3
Img_075,Expert_3,Colour_Texture,3
Img_075,Expert_3,Shape,5
Img_075,Expert_3,Overall,5
Img_075,Expert_4,Location,5
Img_075,Expert_4,Colour_Texture,4
Img_075,Expert_4,Shape,3
Img_075,Expert_4,Overall,4
Img_075,Expert_5,Location,4
Img_075,Expert_5,Colour_Texture,5
Img_075,Expert_5,Shape,4
Img_075,Expert_5,Overall,3
Img_076,Expert_1,Location,5
Img_076,Expert_1,Colour_Texture,4
Img_076,Expert_1,Shape,4
Img_076,Expert_1,Overall,4
Img_076,Expert_2,Location,4
Img_076,Expert_2,Colour_Texture,5
Img_076,Expert_2,Shape,3
Img_076,Expert_2,Overall,3
Img_076,Expert_3,Location,3
Img_076,Expert_3,Colour_Texture,3
Img_076,Expert_3,Shape,3
Img_076,Expert_3,Overall,4
Img_076,Expert_4,Location,4
Img_076,Expert_4,Colour_Texture,3
Img_076,Expert_4,Shape,5
Img_076,Expert_4,Overall,5
Img_076,Expert_5,Location,4
Img_076,Expert_5,Colour_Texture,3
Img_076,Expert_5,Shape,3
Img_076,Expert_5,Overall,5
Img_077,Expert_1,Location,4
Img_077,Expert_1,Colour_Texture,3
Img_077,Expert_1,Shape,3
Img_077,Expert_1,Overall,5
Img_077,Expert_2,Location,5
Img_077,Expert_2,Colour_Texture,4
Img_077,Expert_2,Shape,4
Img_077,Expert_2,Overall,4
Img_077,Expert_3,Location,4
Img_077,Expert_3,Colour_Texture,4
Img_077,Expert_3,Shape,3
Img_077,Expert_3,Overall,3
Img_077,Expert_4,Location,4
Img_077,Expert_4,Colour_Texture,5
Img_077,Expert_4,Shape,3
Img_077,Expert_4,Overall,4
Img_077,Expert_5,Location,5
Img_077,Expert_5,Colour_Texture,4
Img_077,Expert_5,Shape,4
Img_077,Expert_5,Overall,5
Img_078,Expert_1,Location,3
Img_078,Expert_1,Colour_Texture,4
Img_078,Expert_1,Shape,5
Img_078,Expert_1,Overall,5
Img_078,Expert_2,Location,5
Img_078,Expert_2,Colour_Texture,4
Img_078,Expert_2,Shape,3
Img_078,Expert_2,Overall,5
Img_078,Expert_3,Location,4
Img_078,Expert_3,Colour_Texture,3
Img_078,Expert_3,Shape,3
Img_078,Expert_3,Overall,5
Img_078,Expert_4,Location,4
Img_078,Expert_4,Colour_Texture,3
Img_078,Expert_4,Shape,5
Img_078,Expert_4,Overall,4
Img_078,Expert_5,Location,3
Img_078,Expert_5,Colour_Texture,3
Img_078,Expert_5,Shape,5
Img_078,Expert_5,Overall,3
Img_079,Expert_1,Location,3
Img_079,Expert_1,Colour_Texture,3
Img_079,Expert_1,Shape,5
Img_079,Expert_1,Overall,4
Img_079,Expert_2,Location,5
Img_079,Expert_2,Colour_Texture,4
Img_079,Expert_2,Shape,3
Img_079,Expert_2,Overall,4
Img_079,Expert_3,Location,3
Img_079,Expert_3,Colour_Texture,5
Img_079,Expert_3,Shape,5
Img_079,Expert_3,Overall,5
Img_079,Expert_4,Location,3
